url,parent,child,depth
https://www.moneycontrol.com/,,,0
https://hindi.moneycontrol.com,,,0
https://gujarati.moneycontrol.com/,,,0
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/india/stockpricequote/engineering/fluid-airindia/FAI,fluid-airindia,FAI,5
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bselimited/B08,bselimited,B08,5
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/suzlonenergy/SE17,suzlonenergy,SE17,5
https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/reliancepower/RP,reliancepower,RP,5
https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/belriseindustries/BIL08,belriseindustries,BIL08,5
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/my-alerts,,my-alerts,1
https://www.moneycontrol.com/portfolio-management/user/update_profile,user,update_profile,3
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/india/bestportfoliomanager/investment-tool,bestportfoliomanager,investment-tool,3
https://www.moneycontrol.com/watchlist,,watchlist,1
https://www.moneycontrol.com/my-alerts,,my-alerts,1
https://mmb.moneycontrol.com/,,,0
https://www.moneycontrol.com/alerts/manage-alerts.php,alerts,manage-alerts.php,2
https://www.moneycontrol.com/mcplus/portfolio/logout.php?ref=https://www.moneycontrol.com/mcplus/portfolio/loginportfolio.php,portfolio,logout.php,3
https://www.moneycontrolpay.com/,,,0
https://www.moneycontrol.com/fixed-deposit,,fixed-deposit,1
https://www.moneycontrol.com/credit-cards,,credit-cards,1
https://www.moneycontrol.com/credit-score,,credit-score,1
https://play.google.com/store/apps/details?id=com.divum.MoneyControl&hl=en_IN,apps,details,3
https://apps.apple.com/in/app/moneycontrol-markets-news/id408654600,moneycontrol-markets-news,id408654600,4
https://www.facebook.com/moneycontrol,,moneycontrol,1
https://twitter.com/moneycontrolcom,,moneycontrolcom,1
https://www.instagram.com/moneycontrolcom/,,moneycontrolcom,1
https://www.linkedin.com/company/moneycontrol,company,moneycontrol,2
https://t.me/moneycontrolcom,,moneycontrolcom,1
https://www.nw18.com/home,,home,1
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/my-alerts,,my-alerts,1
https://www.moneycontrol.com/,,,0
https://www.moneycontrol.com/promos/pro.php,promos,pro.php,2
https://www.moneycontrol.com/pro-top-stories,,pro-top-stories,1
https://www.moneycontrol.com/,,,0
https://www.moneycontrol.com/pro-top-stories,,pro-top-stories,1
https://www.moneycontrol.com/stocksmarketsindia/,,stocksmarketsindia,1
https://www.moneycontrol.com/stocksmarketsindia/,,stocksmarketsindia,1
https://www.moneycontrol.com/markets/indian-indices/,markets,indian-indices,2
https://www.moneycontrol.com/stocks/marketstats/index.php,marketstats,index.php,3
https://www.moneycontrol.com/stocks/marketstats/nsegainer/index.php,nsegainer,index.php,4
https://www.moneycontrol.com/stocks/marketstats/nseloser/index.php,nseloser,index.php,4
https://www.moneycontrol.com/stocks/marketstats/onlybuyers.php,marketstats,onlybuyers.php,3
https://www.moneycontrol.com/stocks/marketstats/onlysellers.php,marketstats,onlysellers.php,3
https://www.moneycontrol.com/stocks/marketstats/nsehigh/index.php,nsehigh,index.php,4
https://www.moneycontrol.com/stocks/marketstats/nselow/index.php,nselow,index.php,4
https://www.moneycontrol.com/stocks/marketstats/nse_pshockers/index.php,nse_pshockers,index.php,4
